Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Unnamed: 81,Unnamed: 82
1464,60,3,78.0,9978,1,2,0,3,0,4,0,8,2,2,0,5,6,6,1998,1998,1,0,12,13,1,20.0,3,4,2,3,3,3,2,602,5,0,324,926,1,0,1,4,926,678,0,1604,0.0,0.0,2,1,3,1,2,7,6,1,2,1,1998.0,0,2,470,4,4,2,360,36,0,0,0,0,3,4,4,0,6,2010,8,4,0.0,1
1465,120,3,43.0,5005,1,2,0,1,0,4,0,22,2,2,4,2,8,5,1992,1992,1,0,6,6,3,0.0,2,4,2,2,3,3,0,263,5,0,1017,1280,1,0,1,4,1280,0,0,1280,0.0,0.0,2,0,2,1,2,5,6,0,5,1,1992.0,1,2,506,4,4,2,0,82,0,0,144,0,3,4,4,0,1,2010,8,4,0.0,1
1466,60,3,75.0,10000,1,2,0,3,0,0,0,8,2,2,0,5,6,5,1993,1994,1,0,6,6,3,0.0,3,4,2,2,3,3,5,0,5,0,763,763,1,2,1,4,763,892,0,1655,0.0,0.0,2,1,3,1,3,7,6,1,4,1,1993.0,0,2,440,4,4,2,157,84,0,0,0,0,3,4,4,0,4,2010,8,4,0.0,1
1467,20,3,0.0,7980,1,2,0,3,0,4,0,8,2,2,0,2,6,7,1992,2007,1,0,6,6,3,0.0,3,2,2,2,3,3,0,935,5,0,233,1168,1,0,1,4,1187,0,0,1187,1.0,0.0,2,0,3,1,3,6,6,0,5,1,1992.0,0,2,420,4,4,2,483,21,0,0,0,0,3,0,2,500,3,2010,8,4,0.0,1
1468,60,3,63.0,8402,1,2,0,3,0,4,0,8,2,2,0,5,6,5,1998,1998,1,0,12,13,3,0.0,3,4,2,2,3,3,5,0,5,0,789,789,1,2,1,4,789,676,0,1465,0.0,0.0,2,1,3,1,3,7,6,1,2,1,1998.0,0,2,393,4,4,2,0,75,0,0,0,0,3,4,4,0,5,2010,8,4,0.0,1
1469,20,3,85.0,10176,1,2,3,3,0,4,0,8,2,2,0,2,7,5,1990,1990,1,0,6,6,3,0.0,3,4,2,2,3,1,2,637,5,0,663,1300,1,2,1,4,1341,0,0,1341,1.0,0.0,1,1,2,1,2,5,6,1,3,1,1990.0,2,2,506,4,4,2,192,0,0,0,0,0,3,4,4,0,2,2010,8,4,0.0,1
1470,20,3,70.0,8400,1,2,3,3,0,0,0,12,2,2,0,2,4,5,1970,1970,1,0,9,10,3,0.0,3,4,1,3,3,3,0,804,4,78,0,882,1,4,1,4,882,0,0,882,1.0,0.0,1,0,2,1,3,4,6,0,5,1,1970.0,0,2,525,4,4,2,240,0,0,0,0,0,3,2,4,0,4,2010,8,4,0.0,1
1471,120,2,26.0,5858,1,2,0,3,0,2,0,12,2,2,4,2,7,5,1999,1999,1,0,8,8,3,0.0,2,4,2,2,3,3,2,1051,1,0,354,1405,1,0,1,4,1337,0,0,1337,1.0,0.0,2,0,2,1,2,5,6,1,1,1,1999.0,0,2,511,4,4,2,203,68,0,0,0,0,3,4,4,0,6,2010,8,4,0.0,1
1472,160,4,21.0,1680,1,2,3,3,0,4,0,2,2,2,3,5,6,5,1971,1971,1,0,6,6,1,504.0,3,4,1,3,3,3,4,156,5,0,327,483,1,4,1,4,483,504,0,987,0.0,0.0,1,1,2,1,3,5,6,0,5,5,1971.0,2,1,264,4,4,2,275,0,0,0,0,0,3,4,4,0,2,2010,0,4,0.0,1
1473,160,4,21.0,1680,1,2,3,3,0,4,0,2,2,2,3,5,5,5,1971,1971,1,0,6,6,1,492.0,3,4,1,3,3,3,4,300,5,0,225,525,1,4,1,4,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,6,0,5,5,1997.0,2,1,320,4,4,2,0,0,0,0,0,0,3,4,4,0,3,2010,8,4,0.0,1
1474,160,3,24.0,2280,1,2,3,3,0,2,0,13,2,2,3,5,6,6,1975,1975,1,0,9,2,3,0.0,3,4,1,3,3,3,0,514,5,0,341,855,1,4,1,4,855,601,0,1456,0.0,0.0,2,1,3,1,2,6,6,1,4,1,1975.0,2,2,440,4,4,2,173,0,0,0,0,0,3,4,4,0,6,2010,8,4,0.0,1
1475,120,3,24.0,2280,1,2,3,3,0,2,0,13,2,2,3,2,7,6,1975,1975,1,0,9,2,3,0.0,3,4,1,2,3,3,5,0,5,0,836,836,1,0,1,4,836,0,0,836,0.0,0.0,1,0,2,1,3,4,6,0,5,1,1975.0,2,1,308,4,4,2,0,30,0,0,0,0,3,4,4,0,6,2010,8,4,0.0,1
1476,60,3,102.0,12858,1,2,0,3,0,4,0,16,2,2,0,5,9,5,2009,2010,1,0,12,13,2,162.0,0,4,2,0,3,3,5,0,5,0,1590,1590,1,0,1,4,1627,707,0,2334,0.0,0.0,2,1,3,1,0,10,6,1,2,1,2009.0,0,3,751,4,4,2,144,133,0,0,0,0,3,4,4,0,1,2010,6,5,0.0,1
1477,20,3,94.0,12883,1,2,0,3,0,0,0,16,2,2,0,2,8,5,2009,2010,1,0,12,13,2,256.0,2,4,2,2,3,3,5,0,5,0,1544,1544,1,0,1,4,1544,0,0,1544,0.0,0.0,2,0,3,1,2,7,6,0,5,1,2009.0,1,3,868,4,4,2,0,35,0,0,0,0,3,4,4,0,6,2010,6,5,0.0,1
1478,20,3,90.0,11520,1,2,3,3,0,4,0,16,4,2,0,2,9,5,2005,2005,3,0,12,13,1,615.0,2,4,2,0,3,3,2,110,5,0,1588,1698,1,0,1,4,1698,0,0,1698,0.0,0.0,2,0,3,1,0,7,6,1,2,1,2005.0,0,3,730,4,4,2,192,74,0,0,0,0,3,4,4,0,6,2010,8,4,0.0,1
1479,20,3,79.0,14122,1,2,0,3,0,4,0,16,2,2,0,2,8,5,2005,2006,3,0,5,5,1,240.0,2,4,2,0,3,3,2,28,5,0,1794,1822,1,0,1,4,1822,0,0,1822,0.0,0.0,2,0,3,1,0,8,6,1,2,1,2005.0,1,3,678,4,4,2,0,119,0,0,0,0,3,4,4,0,2,2010,8,4,0.0,1
1480,20,3,110.0,14300,1,2,3,1,0,4,1,16,2,2,0,2,9,5,2003,2004,3,0,12,13,1,1095.0,0,4,2,0,3,1,2,1373,5,0,1473,2846,1,0,1,4,2696,0,0,2696,1.0,0.0,2,1,3,1,0,10,6,2,2,1,2003.0,0,3,958,4,4,2,220,150,0,0,0,0,3,4,4,0,6,2010,8,4,0.0,1
1481,60,3,105.0,13650,1,2,3,3,0,0,0,16,2,2,0,5,8,5,2002,2002,1,0,12,13,1,232.0,2,4,2,2,3,1,2,578,5,0,1093,1671,1,0,1,4,1687,563,0,2250,1.0,0.0,2,1,3,1,2,7,6,1,0,1,2002.0,0,3,756,4,4,2,238,130,0,0,0,0,3,4,4,0,6,2010,8,4,0.0,1
1482,120,3,41.0,7132,1,2,0,3,0,4,0,16,2,2,4,2,8,5,2006,2006,1,0,12,13,2,178.0,2,4,2,2,3,2,2,24,5,0,1346,1370,1,0,1,4,1370,0,0,1370,0.0,0.0,2,0,2,1,2,6,6,1,2,1,2006.0,1,2,484,4,4,2,120,49,0,0,0,0,3,4,4,0,4,2010,8,4,0.0,1
1483,20,3,100.0,18494,1,2,0,3,0,0,0,8,2,2,0,2,6,5,2005,2005,1,0,12,13,3,0.0,2,4,2,2,3,3,5,0,5,0,1324,1324,1,0,1,4,1324,0,0,1324,0.0,0.0,2,0,3,1,2,6,6,0,5,1,2005.0,0,2,430,4,4,2,36,23,0,0,0,0,3,4,4,0,1,2010,8,4,0.0,1
1484,120,3,43.0,3203,1,2,3,3,0,4,0,0,2,2,4,2,7,5,2006,2006,1,0,12,13,1,14.0,2,4,2,2,3,0,2,16,5,0,1129,1145,1,0,1,4,1145,0,0,1145,0.0,0.0,2,0,2,1,2,6,6,0,5,1,2006.0,0,2,437,4,4,2,100,116,0,0,0,0,3,4,4,0,1,2010,8,4,0.0,1
1485,80,3,67.0,13300,1,2,0,3,0,4,0,8,2,2,0,7,7,5,2004,2004,1,0,12,13,3,0.0,2,4,2,2,3,3,2,326,5,0,58,384,1,0,1,4,744,630,0,1374,1.0,0.0,2,1,3,1,2,7,6,1,2,3,2004.0,0,2,400,4,4,2,100,0,0,0,0,0,3,4,4,0,6,2010,8,4,0.0,1
1486,60,3,63.0,8577,1,2,0,3,0,4,0,8,2,2,0,5,7,5,2004,2004,1,0,12,13,3,0.0,2,4,2,2,3,3,5,0,5,0,847,847,1,0,1,4,847,886,0,1733,0.0,0.0,2,1,3,1,2,7,6,1,2,3,2004.0,0,2,433,4,4,2,144,48,0,0,0,0,3,4,4,0,4,2010,8,4,0.0,1
1487,60,3,60.0,17433,1,2,1,3,0,1,0,15,2,2,0,5,8,5,1998,1998,3,0,12,13,1,114.0,2,4,2,0,3,3,5,0,5,0,1629,1629,1,0,1,4,1645,830,0,2475,0.0,0.0,2,1,4,1,2,7,6,1,4,1,1998.0,0,3,962,4,4,2,23,172,0,0,256,0,3,4,4,0,1,2010,8,4,0.0,1
1488,20,3,73.0,8987,1,2,3,3,0,4,0,21,2,2,0,2,8,5,2005,2006,1,0,12,13,1,226.0,2,4,2,2,3,4,5,0,5,0,1595,1595,1,0,1,4,1595,0,0,1595,0.0,0.0,2,0,2,1,2,6,6,1,2,1,2005.0,1,3,880,4,4,2,144,0,0,0,0,0,3,4,4,0,5,2010,8,4,0.0,1
1489,20,1,92.0,9215,1,2,3,3,0,4,0,21,2,2,0,2,7,5,2009,2010,3,0,12,13,3,0.0,2,4,2,2,3,3,5,0,5,0,1218,1218,1,0,1,4,1218,0,0,1218,0.0,0.0,2,0,2,1,2,4,6,0,5,1,2009.0,1,2,676,4,4,2,0,136,0,0,0,0,3,4,4,0,4,2010,6,5,0.0,1
1490,20,1,84.0,10440,1,2,3,3,0,0,0,21,2,2,0,2,6,5,2005,2005,1,0,12,13,3,0.0,2,4,2,0,3,3,2,1414,5,0,54,1468,1,0,1,4,1468,0,0,1468,1.0,0.0,2,0,2,1,2,6,6,1,2,1,2005.0,0,2,528,4,4,2,0,102,0,0,216,0,3,4,4,0,5,2010,8,4,0.0,1
1491,60,3,70.0,11920,1,2,3,3,0,4,0,20,2,2,0,5,7,5,2004,2004,1,0,12,13,1,122.0,2,4,2,2,3,0,5,0,5,0,831,831,1,0,1,4,831,828,0,1659,0.0,0.0,2,1,3,1,2,8,6,0,5,1,2004.0,1,2,484,4,4,2,144,68,0,0,0,0,3,4,4,0,4,2010,8,4,0.0,1
1492,30,2,70.0,9800,1,2,3,3,0,0,0,20,1,2,0,2,5,5,1920,1950,1,0,13,14,3,0.0,3,1,0,3,3,3,5,0,5,0,816,816,1,4,0,0,1012,0,0,1012,0.0,0.0,1,0,2,1,3,5,6,0,5,5,1920.0,2,1,429,4,4,2,121,0,80,0,0,0,3,4,4,0,4,2010,8,4,0.0,1
1493,20,3,39.0,15410,1,2,0,3,0,1,0,19,7,2,0,2,6,6,1974,2002,3,0,9,10,0,250.0,3,2,1,3,3,1,1,126,2,859,223,1208,1,0,1,4,1494,0,0,1494,1.0,0.0,2,0,3,1,3,7,6,2,1,1,1974.0,0,2,461,4,4,2,296,0,186,0,0,0,3,0,4,0,4,2010,8,0,0.0,1
1494,60,3,85.0,13143,1,2,0,3,0,4,0,15,2,2,0,5,8,5,1993,1993,1,0,6,7,1,504.0,2,4,2,2,3,3,3,250,2,981,0,1231,1,0,1,4,1251,1098,0,2349,1.0,0.0,2,1,4,1,2,9,6,1,4,1,1993.0,1,3,762,4,4,2,32,130,0,0,0,0,3,4,4,0,6,2010,8,4,0.0,1
1495,60,3,88.0,11134,1,2,3,3,0,4,0,15,2,2,0,5,8,5,1992,1993,1,0,6,6,1,180.0,2,4,2,2,3,3,2,1129,5,0,261,1390,1,0,1,4,1402,823,0,2225,1.0,0.0,2,1,4,1,2,7,6,1,4,1,1992.0,1,3,713,4,4,2,198,30,0,0,0,0,3,4,4,0,6,2010,8,4,0.0,1
1496,120,1,25.0,4835,1,2,0,3,0,1,0,21,2,2,4,2,7,5,2004,2005,1,0,8,8,3,0.0,2,4,2,0,3,0,2,1298,5,0,190,1488,1,0,1,4,1488,0,0,1488,1.0,0.0,2,0,2,1,2,6,6,1,2,1,2004.0,0,2,506,4,4,2,168,50,0,0,0,0,3,4,4,0,3,2010,8,4,0.0,1
1497,160,1,39.0,3515,1,1,3,3,0,4,0,21,2,2,4,5,7,5,2004,2004,1,0,12,13,3,0.0,2,4,2,2,3,3,5,0,5,0,840,840,1,0,1,4,840,840,0,1680,0.0,0.0,2,1,2,1,2,3,6,0,5,1,2004.0,1,2,588,4,4,2,0,111,0,0,0,0,3,4,4,0,1,2010,8,4,0.0,1
1498,160,1,30.0,3215,1,1,3,3,0,4,0,21,2,2,4,5,7,5,2004,2004,1,0,8,8,1,120.0,2,4,2,2,3,0,2,280,5,0,320,600,1,0,1,4,600,600,0,1200,0.0,0.0,2,1,2,1,2,4,6,0,5,5,2004.0,1,2,480,4,4,2,0,172,0,0,0,0,3,4,4,0,4,2010,3,4,0.0,1
1499,160,1,24.0,2544,1,1,3,3,0,4,0,21,2,2,3,5,7,5,2004,2005,1,0,8,8,3,0.0,2,4,2,2,3,3,2,368,0,42,190,600,1,0,1,4,600,600,0,1200,1.0,0.0,2,1,2,1,2,4,6,0,5,5,2004.0,1,2,480,4,4,2,0,172,0,0,0,0,3,4,4,0,2,2010,8,4,0.0,1
1500,160,1,24.0,2544,1,1,3,3,0,4,0,21,2,2,3,5,6,5,2005,2005,1,0,12,13,1,216.0,2,4,2,2,3,3,2,376,5,0,224,600,1,0,1,4,600,636,0,1236,1.0,0.0,2,1,2,1,2,4,6,0,5,5,2005.0,1,2,480,4,4,2,0,166,0,0,0,0,3,4,4,0,5,2010,8,4,0.0,1
1501,160,1,0.0,2980,1,2,3,3,0,0,0,21,2,2,4,5,6,5,2000,2000,1,0,8,8,1,1159.0,2,4,2,2,3,3,2,466,5,0,290,756,1,0,1,4,756,756,0,1512,1.0,0.0,2,1,2,1,2,5,6,0,5,5,2000.0,2,2,440,4,4,2,0,32,0,0,0,0,3,4,4,0,5,2010,8,4,0.0,1
1502,160,1,0.0,2403,1,2,0,3,0,2,0,21,2,2,4,5,7,5,2003,2003,1,0,12,13,3,0.0,2,4,2,2,3,3,2,244,5,0,286,530,1,0,1,4,530,550,0,1080,0.0,0.0,2,1,2,1,2,4,6,0,5,1,2003.0,1,2,496,4,4,2,0,50,0,0,0,0,3,4,4,0,6,2010,8,4,0.0,1
1503,20,1,57.0,12853,1,1,0,3,0,4,0,21,2,2,0,2,8,5,2010,2010,1,0,5,5,3,0.0,2,4,2,0,2,3,2,1032,5,0,610,1642,1,0,1,4,1418,0,0,1418,1.0,0.0,1,1,1,1,2,6,6,1,2,1,2010.0,1,3,852,4,4,2,160,192,0,224,0,0,3,4,4,0,4,2010,6,5,0.0,1
1504,60,1,68.0,7379,1,2,0,3,0,4,0,21,2,2,0,5,8,5,2000,2000,1,0,12,13,3,0.0,2,4,2,2,3,3,2,484,5,0,491,975,1,0,1,4,975,873,0,1848,1.0,0.0,2,1,3,1,2,7,6,1,4,1,2000.0,1,2,592,4,4,2,280,184,0,0,0,0,3,4,4,0,4,2010,8,4,0.0,1
1505,20,1,80.0,8000,1,2,3,3,0,4,0,21,2,2,0,2,7,5,2002,2002,1,0,12,13,3,0.0,2,4,2,2,3,3,2,833,5,0,659,1492,1,0,1,4,1492,0,0,1492,1.0,0.0,2,0,3,1,2,6,6,1,2,1,2002.0,1,2,596,4,4,2,277,137,0,0,0,0,3,4,4,0,4,2010,8,4,0.0,1
1506,20,3,0.0,10456,1,2,0,3,0,4,0,14,2,2,0,2,6,6,1967,1967,3,0,6,6,1,120.0,3,4,1,3,3,3,2,506,5,0,1323,1829,1,2,1,4,1829,0,0,1829,1.0,0.0,2,0,4,1,3,8,6,0,5,1,1967.0,1,2,535,4,4,2,0,76,0,0,0,0,3,4,4,0,5,2010,8,4,0.0,1
1507,60,3,80.0,10791,1,2,3,3,0,4,0,14,2,2,0,5,6,5,1993,1993,1,0,8,8,3,0.0,3,4,2,2,3,2,2,1137,5,0,143,1280,1,0,1,4,1280,1215,0,2495,1.0,0.0,2,1,4,1,2,9,6,1,4,1,1993.0,2,2,660,4,4,2,224,32,0,0,0,0,3,4,4,0,3,2010,8,4,0.0,1
1508,50,3,0.0,18837,1,2,0,3,0,4,0,14,2,2,0,0,6,5,1978,1978,1,0,8,8,3,0.0,3,4,2,2,3,2,0,687,3,46,491,1224,1,4,1,4,1287,604,0,1891,0.0,1.0,3,0,3,1,3,7,6,1,4,1,1978.0,1,2,678,4,4,2,0,69,0,0,0,0,3,4,4,0,4,2010,8,4,0.0,1
1509,60,3,80.0,9600,1,2,3,3,0,4,0,14,2,2,0,5,6,6,1971,1971,1,0,8,8,3,0.0,3,4,1,3,3,3,0,329,5,0,386,715,1,4,1,4,930,715,0,1645,0.0,0.0,1,2,4,1,3,7,6,0,5,1,1971.0,1,2,441,4,4,2,0,78,0,0,0,0,3,1,4,0,6,2010,8,4,0.0,1
1510,20,3,80.0,9600,1,2,3,3,0,4,0,12,2,2,0,2,5,5,1966,1966,3,0,12,13,1,172.0,3,4,1,3,3,3,4,698,5,0,534,1232,1,4,1,4,1232,0,0,1232,1.0,0.0,1,1,3,1,3,6,6,0,5,1,1966.0,1,2,490,4,4,2,0,224,0,0,0,0,3,4,4,0,4,2010,8,4,0.0,1
1511,20,3,90.0,9900,1,2,3,3,0,0,0,12,2,2,0,2,5,5,1966,1966,3,0,6,6,3,0.0,3,4,2,2,3,3,1,1059,5,0,150,1209,1,2,1,4,1209,0,0,1209,1.0,0.0,1,0,3,1,3,6,6,0,5,1,1966.0,1,2,504,4,4,2,0,0,120,0,0,0,3,4,4,0,4,2010,3,4,0.0,1
1512,20,3,88.0,9680,1,2,3,3,0,4,0,12,2,2,0,2,5,6,1967,1967,1,0,13,10,1,268.0,3,4,1,3,3,3,1,1010,5,0,500,1510,1,0,1,4,1510,0,0,1510,1.0,0.0,2,0,3,1,2,6,6,0,5,1,1967.0,1,2,517,4,4,2,0,40,0,0,204,0,3,0,4,0,4,2010,8,4,0.0,1
1513,80,3,0.0,10600,1,1,0,3,0,4,0,12,2,2,0,7,6,5,1964,1964,1,0,6,6,3,0.0,3,4,1,3,3,3,5,0,5,0,533,533,1,4,1,4,1131,644,0,1775,0.0,0.0,2,0,3,1,3,8,6,0,5,1,1964.0,2,2,480,4,4,2,0,172,0,0,0,0,3,4,4,0,5,2010,0,3,0.0,1
1514,90,3,98.0,13260,1,2,0,3,0,4,0,12,2,2,2,2,5,6,1962,2001,3,0,6,6,1,144.0,3,4,1,3,3,3,1,1500,5,0,228,1728,1,4,1,4,1728,0,0,1728,2.0,0.0,2,0,6,2,3,10,6,0,5,6,0.0,3,0,0,5,5,2,0,0,0,0,0,0,3,4,4,0,1,2010,7,0,0.0,1
1515,50,3,68.0,9724,1,2,3,3,0,4,0,12,2,2,0,0,5,7,1952,2002,1,0,8,8,1,265.0,2,4,1,3,3,3,3,670,5,0,470,1140,1,2,1,4,1929,532,0,2461,0.0,0.0,2,0,3,1,3,7,3,2,2,5,1994.0,2,2,400,4,4,2,0,0,0,0,0,0,3,1,4,0,3,2010,8,4,0.0,1
1516,50,3,120.0,17360,1,2,3,3,0,0,0,12,0,2,0,0,6,6,1949,1950,1,0,8,8,2,340.0,3,2,1,3,3,3,4,300,5,0,482,782,1,4,1,4,1019,537,0,1556,0.0,0.0,2,0,3,1,3,6,6,1,2,1,1949.0,2,2,470,4,4,2,0,0,150,0,0,0,3,4,4,0,1,2010,8,4,0.0,1
1517,85,3,75.0,11380,1,2,0,3,0,4,0,12,2,2,0,6,6,8,1966,2008,1,0,6,6,1,216.0,3,4,1,3,3,1,2,944,5,0,136,1080,1,2,1,4,1128,0,0,1128,1.0,0.0,1,0,2,1,2,5,6,1,2,1,1966.0,2,1,315,4,4,2,238,0,0,0,0,0,3,4,2,1500,1,2010,8,4,0.0,1
1518,90,3,70.0,8267,1,2,3,3,0,0,0,12,1,2,2,2,5,5,1958,1958,1,0,6,6,3,0.0,3,4,1,3,3,3,5,0,5,0,1604,1604,1,4,1,4,1604,0,0,1604,0.0,0.0,2,0,4,2,3,8,6,0,5,1,1958.0,2,2,576,4,4,2,42,0,0,0,0,0,3,4,4,0,3,2010,8,4,0.0,1
1519,20,3,70.0,8197,1,2,3,3,0,4,0,12,2,2,0,2,7,5,2003,2009,1,0,12,13,1,506.0,2,4,2,2,3,3,2,1188,5,0,292,1480,1,0,1,4,1480,0,0,1480,1.0,0.0,2,0,3,1,2,7,6,0,5,1,2003.0,1,2,620,4,4,2,252,73,0,0,0,0,3,2,2,300,2,2010,8,4,0.0,1
1520,20,3,0.0,8050,1,2,0,3,0,4,0,12,2,2,0,2,5,5,1959,1959,3,0,8,8,1,150.0,3,4,1,3,3,3,1,856,4,162,125,1143,1,4,1,4,1143,0,0,1143,1.0,0.0,1,0,3,1,3,6,6,0,5,1,1959.0,1,1,308,4,4,2,0,0,0,0,0,0,3,0,4,0,5,2010,8,4,0.0,1
1521,20,3,87.0,10725,1,2,0,3,0,4,0,12,2,2,0,2,5,5,1959,1959,3,0,8,8,1,91.0,3,4,1,3,3,3,4,936,5,0,270,1206,1,1,1,4,1206,0,0,1206,0.0,0.0,1,0,3,1,3,6,6,0,5,1,1959.0,1,1,312,4,4,2,0,21,0,0,0,0,3,4,4,0,5,2010,8,4,0.0,1
1522,20,3,80.0,10032,1,2,3,3,0,4,0,12,2,2,0,2,6,5,1959,1959,1,0,13,14,2,432.0,3,4,1,3,3,3,4,734,5,0,510,1244,1,0,1,4,1580,0,0,1580,1.0,0.0,1,1,3,1,3,6,6,2,2,1,1956.0,2,2,440,4,4,2,0,28,0,0,160,0,3,1,4,0,6,2010,8,4,0.0,1
1523,50,3,60.0,8382,1,2,3,3,0,4,0,12,2,2,0,0,4,5,1956,1956,1,0,8,8,3,0.0,3,4,1,3,3,3,5,0,5,0,832,832,1,4,1,0,832,505,0,1337,0.0,0.0,1,0,3,1,3,5,6,0,5,1,1956.0,2,1,263,4,4,2,0,0,0,0,0,0,3,4,4,0,2,2010,8,4,0.0,1
1524,20,3,60.0,10950,1,2,3,3,0,4,0,12,2,2,0,2,5,7,1952,1952,1,0,14,15,3,0.0,3,4,1,3,3,3,1,339,5,0,525,864,1,4,1,4,1064,0,0,1064,0.0,1.0,1,0,2,1,1,4,6,0,5,5,1952.0,2,1,318,4,4,2,0,0,0,0,0,0,3,4,4,0,5,2010,8,4,0.0,1
1525,20,3,119.0,10895,1,2,3,3,0,0,0,12,2,2,0,2,5,6,1955,1955,1,0,8,8,3,0.0,3,2,1,3,3,3,4,648,5,0,324,972,1,4,1,4,972,0,0,972,0.0,0.0,1,0,3,1,3,5,6,0,5,1,1955.0,2,1,305,4,4,2,0,0,205,0,0,0,3,1,4,0,6,2010,8,4,0.0,1
1526,190,3,70.0,13587,1,2,3,3,0,4,0,12,2,2,1,2,5,5,1958,1958,1,0,8,8,3,0.0,3,4,1,3,3,0,4,532,5,0,456,988,1,4,1,4,988,0,0,988,1.0,0.0,1,0,2,1,3,5,6,0,5,1,1958.0,2,1,264,4,4,2,0,0,0,0,0,0,3,4,4,0,4,2010,8,0,0.0,1
1527,30,3,65.0,7898,1,2,3,3,0,0,0,12,2,2,0,2,4,7,1920,1994,1,0,8,8,3,0.0,3,4,0,3,3,3,5,0,5,0,576,576,1,2,1,4,985,0,0,985,0.0,1.0,1,0,2,1,3,4,6,0,5,5,1989.0,2,2,676,4,4,0,0,0,0,0,0,0,3,4,4,0,4,2010,8,4,0.0,1
1528,50,3,60.0,8064,1,2,3,3,0,4,0,12,0,2,0,0,6,8,1948,2004,1,0,14,15,3,0.0,3,4,1,3,3,3,0,481,4,174,161,816,1,4,1,4,816,408,0,1224,1.0,0.0,1,0,3,1,3,5,6,0,5,5,1950.0,2,1,280,4,4,2,414,0,0,0,0,0,3,1,4,0,5,2010,8,4,0.0,1
1529,20,3,81.0,7635,1,2,0,3,0,0,0,12,2,2,0,2,5,6,1960,1960,1,0,3,14,3,0.0,3,4,1,3,3,3,4,588,3,350,237,1175,1,0,1,4,1175,0,0,1175,0.0,0.0,1,1,3,1,3,6,6,0,5,5,1960.0,1,2,484,4,4,2,0,0,0,0,0,0,3,4,4,0,6,2010,8,4,0.0,1
1530,20,3,80.0,9760,1,2,3,3,0,4,1,12,2,2,0,2,6,7,1963,1984,3,0,13,14,1,218.0,3,4,1,3,3,1,1,717,3,263,415,1395,1,4,1,4,1395,0,0,1395,1.0,0.0,1,0,2,1,3,7,2,1,4,1,1963.0,1,2,440,4,4,2,657,0,113,0,240,0,3,4,4,0,5,2010,8,4,0.0,1
1531,50,4,60.0,4800,1,2,3,3,0,0,0,17,2,2,0,0,4,5,1900,1954,3,0,13,14,1,771.0,3,4,2,3,3,3,0,48,5,0,661,709,1,4,1,4,1157,687,0,1844,1.0,0.0,1,0,3,1,3,9,3,2,2,2,1900.0,2,1,240,4,4,2,84,0,0,0,0,0,3,4,4,0,1,2010,0,0,0.0,1
1532,30,4,56.0,4485,1,0,3,3,0,4,0,17,0,2,0,2,5,7,1920,1950,1,0,13,14,3,0.0,3,4,2,3,3,3,1,579,5,0,357,936,1,4,1,4,936,0,0,936,1.0,0.0,1,0,2,1,3,5,6,1,2,6,0.0,3,0,0,5,5,1,51,0,135,0,0,0,3,2,4,0,5,2010,8,4,0.0,1
1533,20,4,69.0,5805,1,0,3,0,0,4,1,17,2,2,0,2,5,7,1957,1957,3,0,8,8,3,0.0,3,4,1,3,3,2,1,274,4,1073,0,1347,1,2,1,4,1347,0,0,1347,1.0,1.0,1,0,3,1,2,6,6,0,5,5,1957.0,2,2,551,4,4,2,0,0,0,0,0,0,3,4,4,0,6,2010,8,4,0.0,1
1534,45,4,50.0,6900,1,2,3,3,0,0,0,17,2,2,0,0,6,7,1938,2000,1,0,8,8,3,0.0,3,4,2,2,3,3,5,0,5,0,827,827,1,2,1,4,827,424,0,1251,0.0,0.0,1,0,3,1,1,6,6,0,5,5,1938.0,2,1,240,1,4,0,0,0,0,0,0,0,3,4,4,0,1,2010,8,4,0.0,1
1535,50,4,69.0,11851,1,2,3,3,0,4,0,17,0,2,0,0,5,7,1948,2009,1,0,12,13,3,0.0,3,2,0,3,3,3,1,780,5,0,247,1027,1,0,1,4,1027,606,0,1633,0.0,0.0,1,0,3,1,2,7,6,1,2,5,1948.0,2,1,240,4,4,2,0,100,126,0,0,0,3,4,4,0,6,2010,8,4,0.0,1
